Sample ID,ENA ,PPN-DDM-Collection,PPN-DDM-Sample material,ST,Phylogroup,ST131 subclade,FimType,Amoxicillin-clavulanic_acid_category_i.v.,Amoxicillin-clavulanic_acid_category_uncomplicated UTI only,Piperacillin-tazobactam_category,Temocillin_category_UTI,Cefoxitin_category_screen ,Cefuroxime_category_oral_uncomplicated UTI only,Ceftazidime_category,Cefotaxime_category,Cefepime_category,Ceftazidime-avibactam_category,Ertapenem_category,Meropenem_category,Imipenem_category,Doripenem_category,Aztreonam_category,Amikacin_category,Gentamicin_category,Tobramycin_category,Ciprofloxacin_category,Trimethoprim-sulfamethoxazole_category,Trimethoprim_category,Nitrofurantoin_category,Fosfomycin_category_iv,Fosfomycin_category_UTI,Colistin_category,Tigecycline_category,blaESBL,blaCTX-M-1,blaCTX-M-3,blaCTX-M-8,blaCTX-M-14,blaCTX-M-15,blaCTX-M-24,blaCTX-M-27,blaCTX-M-32,blaCTX-M-55,blaCTX-M-101,blaCTX-M-104,blaCMY-2,blaIMP-26,blaLAP-2,blaOXA-1,blaOXA-10,blaOXA-181,blaSHV-12,blaTEM-1,blaTEM-210,"PPN=BETA-LACTAM",aac(3)-IId,aac(3)-IIe,aac(3)-IVa,aac(6')-I,aac(6')-Ib,aac(6')-Ib3,aac(6')-Ib4,aadA1,aadA2,aadA5,ant(2'')-Ia,aph(3')-Ia,aph(3'')-Ib,aph(3')-IIa,aph(3')-IIIa,aph(3'')-Ib,aph(4)-Ia,aph(6)-Id,armA,aac(6')-Ib-cr5,PPN-AMINOGLYCOSIDE/QUINOLONE,qepA4,qnrB1,qnrB19,qnrB7,qnrS1,qnrVC4,PPN-QUINOLONE,qacEdelta1,qacF,qacG2,qacL,PPN-QUATERNARY AMMONIUM,mcr-1.1,mcr-3.5,PPN-Mobile Colistin?,sul1,sul2,sul3,"PPN-SULFONAMIDE",dfrA1,dfrA4,dfrA5,dfrA7,dfrA12,dfrA14,dfrA17,dfrA36,dfrF,"PPN-TRIMETHOPRIM",NUM_REPLICONS_FOUND,Col(BS512)_1,Col(KPHS6)_1,Col(MG828)_1,Col(MP18)_1,Col156_1,Col440II_1,Col440I_1,Col8282_1,ColKP3_1,ColRNAI_1,ColpVC_1,IncB/O/K/Z_1,IncB/O/K/Z_2,IncB/O/K/Z_4,IncFIA(HI1)_1_HI1,IncFIA_1,IncFIB(AP001918)_1,IncFIB(K)_1_Kpn3,IncFIB(pB171)_1_pB171,IncFIC(FII)_1,IncFII(29)_1_pUTI89,IncFII(pAMA1167-NDM-5)_1_pAMA1167-NDM-5,IncFII(pCoo)_1_pCoo,IncFII(pHN7A8)_1_pHN7A8,IncFII(pRSB107)_1_pRSB107,IncFII_1,IncFII_1_pKP91,IncHI1A_1,IncHI1B(R27)_1_R27,IncHI2A_1,IncI1_1_Alpha,IncI2_1,IncI2_1_Delta,IncI_Gamma_1,IncL/M(pMU407)_1_pMU407,IncL/M(pOXA-48)_1_pOXA-48,IncN_1,IncP6_1,IncQ1_1,IncR_1,IncX1_1,IncX1_4,IncX3_1,IncX4_1,IncX4_2,IncY_1,p0111_1,pSL483_1,rep11a_1_repA(pB82),rep18b_1_BO23315710(pE1p13),repUS15_2_repA(pNB2354p1)
P21_08,ERS12148152,NORM,Blood culture,ST131,B2,C1,fimH30,S,S,S,NA,NA,R,R,R,I,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,aac(6')-I,,,,,,,,,,,aph(3')-IIIa,,,,,,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,dfrF,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
P21_10,ERS12148153,NORM,Blood culture,ST38,D,-,fimH5,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,aadA1,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,sul2,,1,dfrA1,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_11,ERS12148154,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_13,ERS12148155,NORM,Blood culture,ST38,D,-,fimH5,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,aac(3)-IIe,,,,,,aadA1,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,sul2,,1,dfrA1,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_14,ERS12148156,NORM,Blood culture,ST38,D,-,fimH5,R,R,R,NA,NA,R,R,R,R,NA,NA,I,NA,NA,NA,NA,R,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,aac(6')-I,,,,aadA1,,,,,aph(3'')-Ib,,aph(3')-IIIa,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,sul2,,1,dfrA1,,,,,,,,dfrF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P21_15,ERS12148157,NORM,Blood culture,ST648,F,-,fimH5,S,S,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,sul2,,1,,dfrA4,,,,,,,,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P21_20,ERS12148158,NORM,Urine,ST131,B2,C1,fimH30,S,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_21,ERS12148159,NORM,Urine,ST131,B2,A,fimH41,S,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,I,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_22,ERS12148160,NORM,Urine,ST1431,B1,-,fimH32,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,sul2,,1,,,dfrA5,,,,,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P21_23,ERS12148161,NORM,Urine,ST131,B2,A,fimH89,R,S,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,I,R,R,S,NA,NA,NA,NA,blaCTX-M-24,,,,,,blaCTX-M-24,,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_24,ERS12148162,NORM,Urine,ST131,B2,C2,fimH30,R,R,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,S,S,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P21_25,ERS12148163,NORM,Urine,ST131,B2,A,fimH41,R,R,NA,NA,NA,R,I,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,I,R,R,S,NA,NA,NA,NA,blaCTX-M-1,blaCTX-M-1,,,,,,,,,,,,,,,,,,,blaTEM-210,1,aac(3)-IId,,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_26,ERS12148164,NORM,Urine,ST648,F,-,fimH29,R,S,NA,NA,NA,R,I,R,NA,NA,NA,S,NA,NA,NA,NA,R,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,aph(3'')-Ib,,,,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_29,ERS12148165,NORM,Blood culture,ST131,B2,C2,fimH30,R,R,S,NA,NA,R,R,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,,,,,,,,,,,,,,,,,,,aac(6')-Ib-cr5,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21_31,ERS12148166,NORM,Urine,ST648,F,-,-,R,R,NA,NA,NA,R,R,R,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,R,R,S,NA,NA,NA,NA,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,blaTEM-1,,1,,,,,,,,,aadA2,,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,dfrA12,,,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P21_33,ERS12148167,NORM,Blood culture,ST38,D,-,fimH65,S,S,S,NA,NA,R,S,R,R,NA,NA,S,NA,NA,NA,NA,S,NA,R,S,NA,NA,NA,NA,NA,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T7-494,ERS13656280,Tromsø 7,Feces,ST405,D,-,fimH27,R,S,S,I,R,R,R,R,R,S,S,S,S,S,R,S,S,S,I,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-495,ERS13656281,Tromsø 7,Feces,ST394,D,-,fimH30,S,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T7-498,ERS13656282,Tromsø 7,Feces,ST131,B2,C2,fimH30,S,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,R,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,aadA5,,,,,,,,,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-499,ERS13656283,Tromsø 7,Feces,ST648,F,-,fimH30,S,S,S,I,R,R,R,R,R,S,S,S,S,S,R,S,S,S,R,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
T7-500,ERS13656284,Tromsø 7,Feces,ST405,D,-,fimH27,R,S,S,I,R,R,R,R,R,S,S,S,S,S,R,S,S,S,I,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-502,ERS13656285,Tromsø 7,Feces,ST10,A,-,fimH54,R,S,S,I,S,R,I,R,I,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-3,,blaCTX-M-3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
T7-503,ERS13656286,Tromsø 7,Feces,ST636,B2,-,-,R,R,S,I,S,R,R,R,I,S,S,S,S,S,R,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,aadA1,,,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,,,,,0,,,0,,sul2,,1,dfrA1,,,,,,,,,1,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T7-504,ERS13656287,Tromsø 7,Feces,ST405,D,-,fimH27,R,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-505,ERS13656288,Tromsø 7,Feces,ST58,B1,-,fimH34,S,S,S,I,S,R,S,R,I,S,S,S,S,S,S,S,S,S,S,R,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,aph(3'')-Ib*,,aph(6)-Id,,,1,,,,,qnrS1,,1,,,,,0,,,0,,sul2,,1,,,,,,dfrA14,,,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
T7-506,ERS13656289,Tromsø 7,Feces,ST131,B2,A,fimH41,R,S,S,I,S,R,R,R,I,S,S,S,S,S,R,S,R,R,S,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-507,ERS13656290,Tromsø 7,Feces,ST1193,B2,-,fimH64,R,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,S,S,R,S,NA,S,S,S,S,S,blaCTX-M-55,,,,,,,,,blaCTX-M-55,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-508,ERS13656291,Tromsø 7,Feces,ST847,B1,-,fimH32,S,S,S,I,S,R,S,R,S,S,S,S,S,S,S,S,S,S,S,S,NA,S,R,R,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-509,ERS13656292,Tromsø 7,Feces,ST410,C,-,fimH24,S,S,S,I,S,R,I,R,I,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-510,ERS13656293,Tromsø 7,Feces,ST1303,A,-,fimH54,S,S,S,I,S,R,S,R,I,S,S,S,S,S,I,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-1,blaCTX-M-1,,,,,,,,,,,,,,,,,,blaTEM-1,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
T7-511,ERS13656294,Tromsø 7,Feces,ST131,B2,A,fimH41,S,S,S,I,S,R,I,R,I,S,S,S,S,S,R,S,R,R,S,R,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,blaTEM-1,,1,aac(3)-IId,,,,,,,,,aadA5,,,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-512,ERS13656295,Tromsø 7,Feces,ST131,B2,C1,fimH30,S,S,S,I,S,R,I,R,I,S,S,S,S,S,I,S,S,S,R,S,NA,S,S,S,S,S,blaCTX-M-27,,,,,,,blaCTX-M-27,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-513,ERS13656296,Tromsø 7,Feces,ST3889,A,-,fimH86,R,S,S,I,S,R,R,R,S,S,S,S,S,S,R,S,S,S,R,R,NA,S,S,S,S,S,blaSHV-12,,,,,,,,,,,,,,,,,,blaSHV-12,blaTEM-1,,1,,,,,,,,aadA1,,,,,,,,,,,,,1,,,,,qnrS1,,1,,,,qacL,1,,,0,,,sul3,1,,,,,dfrA12,,,,,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
T7-515,ERS13656297,Tromsø 7,Feces,ST744,A,-,fimH54,S,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,R,R,R,R,NA,S,S,S,S,S,blaCTX-M-55,,,,,,,,,blaCTX-M-55,,,,,,,,,,,,1,aac(3)-IId,,,,,,,,,aadA5,,aph(3')-Ia*,,,,aph(3'')-Ib,,aph(6)-Id,,,1,,,,,qnrS1,,1,qacEdelta1,,,,1,,,0,sul1,sul2,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
T7-516,ERS13656298,Tromsø 7,Feces,ST4110,B2,-,fimH20,R,S,S,I,S,R,I,R,R,S,S,S,S,S,R,S,S,S,I,S,NA,S,S,S,S,S,blaCTX-M-1,blaCTX-M-1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,qnrB19,,,,1,,,,,0,,,0,,sul2,,1,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-519,ERS13656299,Tromsø 7,Feces,ST31,D,-,-,S,S,S,I,S,R,S,R,I,S,S,S,S,S,I,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-14,,,,blaCTX-M-14,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-521,ERS13656300,Tromsø 7,Feces,ST3268,D,-,fimH54,S,S,S,I,R,R,R,R,R,S,S,S,S,S,R,S,S,S,S,S,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,qnrS1,,1,,,,,0,,,0,,,,0,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7-522,ERS13656301,Tromsø 7,Feces,ST131,B2,C2,fimH30,R,S,S,I,S,R,R,R,R,S,S,S,S,S,R,S,R,R,R,R,NA,S,S,S,S,S,blaCTX-M-15,,,,,blaCTX-M-15,,,,,,,,,,blaOXA-1,,,,,,1,,aac(3)-IIe,,,,,,,,aadA5,,,,,,,,,,aac(6')-Ib-cr5,1,,,,,,,0,qacEdelta1,,,,1,,,0,sul1,,,1,,,,,,,dfrA17,,,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
